Denominazione,Indirizzo,Coordinate
001 - Liessa 1,Liessa - ,"13° 35' 20.13'' E, 46° 09' 20.55'' N"
002 - Liessa 2,Liessa,"13° 35' 09.08'' E, 46° 09' 23.14'' N"
003 - Dolina,,"13° 34' 05.37'' E, 46° 09' 01.80'' N"
006 - Canalaz,,"13° 34' 28.43'' E, 46° 09' 44.85'' N"
007 - Plataz,,"13° 34' 41.26'' E, 46° 09' 39.56'' N"
008 - Clodig,,"13° 35' 40.84'' E, 46° 09' 22.27'' N"
009 - Brida inferiore,,"13° 34' 58.89'' E, 46° 09' 35.20'' N"
010 - Brida superiore,,"13° 35' 01.84'' E, 46° 09' 38.08'' N"
011 - Seuza,,"13° 35' 46.38'' E, 46° 09' 39.91'' N"
012 - Sverinaz,,"13° 36' 01.72'' E, 46° 09' 30.03'' N"
013 - Arbida,,"13° 37' 05.48'' E, 46° 09' 47.19'' N"
015 - Topolò,,"13° 36' 09.40'' E, 46° 10' 36.75'' N"
016 - Slapovicco 2,,"13° 36' 56.34'' E, 46° 09' 33.81'' N"
017 - Costne,,"13° 36' 27.47'' E, 46° 09' 12.21'' N"
018 - Podlach,,"13° 37' 01.56'' E, 46° 09' 02.63'' N"
019 - Lombai,,"13° 38' 08.63'' E, 46° 09' 30.15'' N"
020 - Rucchin,,"13° 38' 36.09'' E, 46° 09' 23.30'' N"
021 - Malinsche,,"13° 38' 32.41'' E, 46° 09' 07.94'' N"
022 - Grimacco inferiore,Grimacco,"13° 34' 25.29'' E, 46° 09' 30.57'' N"
