Denominazione,Indirizzo,Coordinate
002 - Centrale trasformazione ENEL,,"12° 34' 23.75'' E, 45° 53' 28.60'' N"
003 - Magazzino Idraulico Ex Genio Civile,Villanova - Via Casali Nogherate,"12° 34' 41.74'' E, 45° 52' 13.60'' N"
004 - Sede Croce Rossa,Borgata Peressine - Borgata Peressine,"12° 35' 34.82'' E, 45° 52' 09.18'' N"
005 - Municipio,Prata di Sotto - Via Roma 33,"12° 35' 48.89'' E, 45° 53' 39.31'' N"
006 - Centrale Acquedotto - Prata di Sopra,Prata di Sopra - Via Scuole,"12° 36' 02.27'' E, 45° 54' 11.45'' N"
007 - Centrale Acquedotto - Prata di Sotto,Prata di Sotto - Via IV Novembre,"12° 35' 38.95'' E, 45° 53' 46.20'' N"
008 - Centrale Acquedotto - Villanova,Villanova - Via della Chiesa,"12° 34' 04.68'' E, 45° 51' 58.00'' N"
009 - Centrale Acquedotto - Ghirano,Ghirano - Via L. da Vinci,"12° 34' 02.73'' E, 45° 50' 41.94'' N"
010 - Distribuzione gas metano - Sottostazione via Peressine,Prata di Sotto - Via Peressine,"12° 35' 44.98'' E, 45° 53' 13.92'' N"
011 - Centrale distribuzione gas metano,Prata di Sotto - Via Peressine,"12° 35' 44.05'' E, 45° 52' 59.08'' N"
012 - Distribuzione gas metano - Sottostazione via Cartera,Prata di Sopra - Via Cartera,"12° 35' 45.22'' E, 45° 54' 05.57'' N"
013 - UTAP - Centro medico (ex distretto sanitario),Prata di Sotto - Via XX Settembre,"12° 35' 59.81'' E, 45° 53' 45.49'' N"
